Input,LPFilter,HPFilter,DerivativeF,SQRFilter,MVAFilter,RBeat,RunningThI1,SignalLevel,NoiseLevel,RunningThF
-63,-62,3,-1,1,0,0,13,48,2,24
-61,-64,3,-1,1,0,0,13,48,2,24
-63,-66,3,-1,1,0,0,13,48,2,24
-66,-68,4,0,0,0,0,13,48,2,24
-68,-69,5,0,0,0,0,13,48,2,24
-71,-71,5,0,0,0,0,13,48,2,24
-71,-72,7,1,1,0,0,13,48,2,24
-64,-73,8,1,1,0,0,13,48,2,24
-45,-74,9,1,1,0,0,13,48,2,24
-13,-72,10,1,1,0,0,13,48,2,24
33,-67,10,1,1,0,0,13,48,2,24
76,-58,10,0,0,0,0,13,48,2,24
88,-43,10,0,0,0,0,13,48,2,24
61,-24,9,-1,1,0,0,13,48,2,24
22,-4,7,-1,1,0,0,13,48,2,24
-9,15,5,-2,4,0,0,13,48,2,24
-34,29,2,-3,9,1,0,13,48,2,24
-52,34,0,-3,9,1,0,13,48,2,24
-63,29,-2,-3,9,1,0,13,48,2,24
-72,16,-4,-3,9,1,0,13,48,2,24
-78,-2,-5,-3,9,2,0,13,48,2,24
-82,-22,-7,-3,9,2,0,13,48,2,24
-84,-42,-7,-2,4,2,0,13,48,2,24
-87,-59,-8,-2,4,2,0,13,48,2,24
-86,-72,-8,-1,1,2,0,13,48,2,24
-85,-81,-6,0,0,2,0,13,48,2,24
-83,-87,-3,1,1,2,0,13,48,2,24
-82,-91,2,3,9,2,0,13,48,2,24
-79,-93,10,5,25,3,0,13,48,2,24
-77,-94,20,8,64,5,0,13,48,2,24
-76,-94,30,10,100,9,0,13,48,2,24
-76,-93,40,12,144,13,0,13,48,2,24
-74,-92,48,12,144,18,0,13,48,2,24
-72,-90,51,10,100,22,0,13,48,2,24
-70,-88,48,5,25,22,0,13,48,2,24
-67,-87,42,0,0,22,0,13,48,2,24
-62,-85,33,-5,25,23,0,13,48,2,24
-61,-83,23,-9,81,26,0,13,48,2,24
-60,-80,13,-12,144,31,0,13,48,2,24
-59,-78,4,-12,144,35,0,13,48,2,24
-59,-76,-2,-12,144,40,0,13,48,2,24
-57,-73,-7,-10,100,43,0,13,48,2,24
-55,-71,-10,-8,64,46,0,13,48,2,24
-53,-69,-11,-5,25,46,0,13,48,2,24
-50,-67,-12,-3,9,47,0,13,48,2,24
-47,-65,-11,-2,4,47,0,13,48,2,24
-47,-63,-11,-1,1,46,0,13,48,2,24
-45,-62,-9,0,0,46,0,13,48,2,24
-44,-60,-8,1,1,46,0,13,48,2,24
-44,-57,-5,1,1,46,0,13,48,2,24
-43,-55,-3,2,4,45,0,13,48,2,24
-40,-54,-2,2,4,45,0,13,48,2,24
-37,-52,0,2,4,45,0,13,48,2,24
-33,-50,1,1,1,45,0,13,48,2,24
-30,-48,3,1,1,45,0,13,48,2,24
-27,-46,4,1,1,45,0,13,48,2,24
-25,-44,4,1,1,45,0,13,48,2,24
-23,-41,5,1,1,45,0,13,48,2,24
-20,-38,6,0,0,44,0,13,48,2,24
-17,-35,6,0,0,42,0,13,48,2,24
-15,-32,6,0,0,39,0,13,48,2,24
-15,-29,6,0,0,34,0,13,48,2,24
-16,-26,6,0,0,29,0,13,48,2,24
-13,-24,6,0,0,26,0,13,48,2,24
-14,-22,6,0,0,25,0,13,48,2,24
-19,-20,6,0,0,25,0,13,48,2,24
-24,-19,6,0,0,24,0,13,48,2,24
-28,-19,6,0,0,21,0,13,48,2,24
-34,-20,6,0,0,17,0,13,48,2,24
-41,-22,6,0,0,12,0,13,48,2,24
-49,-25,6,0,0,7,0,13,48,2,24
-56,-30,6,0,0,4,0,13,48,2,24
-61,-35,6,0,0,1,0,13,48,2,24
-67,-41,7,0,0,1,0,13,48,2,24
-73,-48,8,0,0,0,0,13,48,2,24
-78,-55,9,1,1,0,0,13,48,2,24
-81,-62,10,1,1,0,0,13,48,2,24
-85,-68,12,1,1,0,0,13,48,2,24
-88,-75,14,1,1,0,0,13,48,2,24
-90,-80,15,2,4,0,0,13,48,2,24
-91,-86,17,2,4,0,0,13,48,2,24
-90,-90,18,1,1,0,0,13,48,2,24
-90,-94,19,1,1,0,0,13,48,2,24
-92,-97,20,1,1,0,0,13,48,2,24
-92,-99,21,1,1,0,0,13,48,2,24
-90,-101,21,1,1,0,6495,13,47,2,24
-89,-102,20,0,0,0,0,13,47,2,24
-87,-102,19,-1,1,0,0,13,47,2,24
-84,-102,17,-2,4,0,0,13,47,2,24
-81,-101,15,-2,4,0,0,13,47,2,24
-77,-100,13,-3,9,1,0,13,47,2,24
-76,-99,10,-3,9,1,0,13,47,2,24
-75,-97,8,-3,9,1,0,13,47,2,24
-74,-94,6,-3,9,2,0,13,47,2,24
-70,-92,4,-3,9,2,0,13,47,2,24
-69,-89,2,-3,9,2,0,13,47,2,24
-70,-87,0,-3,9,2,0,13,47,2,24
-70,-85,-1,-3,9,3,0,13,47,2,24
-68,-83,-2,-2,4,3,0,13,47,2,24
-68,-81,-2,-2,4,3,0,13,47,2,24
-69,-80,-2,-1,1,3,0,13,47,2,24
-67,-79,-2,-1,1,3,0,13,47,2,24
-65,-79,-2,0,0,3,0,13,47,2,24
-65,-78,-1,0,0,3,0,13,47,2,24
-67,-77,0,0,0,3,0,13,47,2,24
-67,-77,1,1,1,3,0,13,47,2,24
-66,-76,2,1,1,3,0,13,47,2,24
-66,-76,3,1,1,3,0,13,47,2,24
-65,-75,4,1,1,3,0,13,47,2,24
-64,-75,6,1,1,3,0,13,47,2,24
-62,-75,7,1,1,3,0,13,47,2,24
-60,-74,8,1,1,3,0,13,47,2,24
-59,-73,9,1,1,3,0,13,47,2,24
-57,-73,10,1,1,3,0,13,47,2,24
-58,-71,11,1,1,3,0,13,47,2,24
-58,-70,12,1,1,3,0,13,47,2,24
-59,-69,12,1,1,3,0,13,47,2,24
-62,-68,12,0,0,3,0,13,47,2,24
-64,-67,11,0,0,3,0,13,47,2,24
-65,-67,11,-1,1,3,0,13,47,2,24
-65,-68,11,-1,1,2,0,13,47,2,24
-64,-69,11,-1,1,2,0,13,47,2,24
-63,-70,11,0,0,2,0,13,47,2,24
-62,-71,10,-1,1,2,0,13,47,2,24
-59,-71,10,-1,1,1,0,13,47,2,24
-59,-71,10,-1,1,1,0,13,47,2,24
-58,-71,10,-1,1,1,0,13,47,2,24
-55,-70,11,0,0,0,0,13,47,2,24
-56,-69,11,0,0,0,0,13,47,2,24
-58,-68,11,0,0,0,0,13,47,2,24
-57,-67,12,0,0,0,0,13,47,2,24
-58,-66,13,0,0,0,0,13,47,2,24
-57,-65,13,0,0,0,0,13,47,2,24
-56,-65,14,0,0,0,0,13,47,2,24
-55,-65,14,0,0,0,0,13,47,2,24
-55,-64,14,0,0,0,0,13,47,2,24
-58,-64,13,0,0,0,0,13,47,2,24
-58,-64,12,-1,1,0,0,13,47,2,24
-58,-64,11,-1,1,0,0,13,47,2,23
-60,-64,10,-2,4,0,0,13,47,2,23
-60,-65,10,-1,1,0,0,13,47,2,23
-60,-65,10,-1,1,0,0,13,47,2,23
-60,-66,10,-1,1,0,0,13,47,2,23
-59,-66,10,0,0,0,0,13,47,2,23
-59,-67,11,0,0,0,0,13,47,2,23
-58,-67,11,0,0,0,0,13,47,2,23
-55,-67,12,0,0,0,0,13,47,2,23
-53,-67,12,0,0,0,0,13,47,2,23
-51,-66,13,0,0,0,0,13,47,2,23
-49,-65,13,0,0,0,0,13,47,2,23
-49,-64,12,0,0,0,0,13,47,2,23
-50,-62,12,-1,1,0,0,13,47,2,23
-49,-61,12,-1,1,0,0,13,47,2,23
-48,-59,11,-1,1,0,0,13,47,2,23
-48,-58,11,-1,1,0,0,13,47,2,23
-48,-57,10,-1,1,0,0,13,47,2,23
-48,-56,9,-1,1,0,0,13,47,2,23
-49,-56,9,-1,1,0,0,13,47,2,23
-51,-55,8,-1,1,0,0,13,47,2,23
-54,-55,7,-1,1,0,0,13,47,2,23
-55,-56,6,-1,1,0,0,13,47,2,23
-55,-56,6,-1,1,0,0,13,47,2,23
-57,-57,5,-1,1,0,0,13,47,2,23
-59,-59,5,-1,1,0,0,13,47,2,23
-60,-60,5,-1,1,0,0,13,47,2,23
-61,-62,5,-1,1,0,0,13,47,2,23
-62,-63,5,0,0,0,0,13,47,2,23
-61,-65,6,0,0,0,0,13,47,2,23
-61,-66,7,0,0,0,0,13,47,2,23
-61,-67,9,1,1,0,0,13,47,2,23
-62,-68,10,1,1,0,0,13,47,2,23
-66,-69,11,1,1,0,0,13,47,2,23
-67,-70,11,1,1,0,0,13,47,2,23
-65,-70,11,0,0,0,0,13,47,2,23
-53,-71,12,0,0,0,0,13,47,2,23
-27,-70,12,0,0,0,0,13,47,2,23
13,-66,11,0,0,0,0,13,47,2,23
58,-59,11,-1,1,0,0,13,47,2,23
89,-47,10,-1,1,0,0,13,47,2,23
78,-30,8,-2,4,0,0,13,47,2,23
38,-11,6,-2,4,0,0,13,47,2,23
2,9,4,-3,9,1,0,13,47,2,23
-27,24,2,-3,9,1,0,13,47,2,23
-49,33,0,-3,9,1,0,13,47,2,23
-62,32,-2,-3,9,2,0,13,47,2,23
-72,22,-4,-3,9,2,0,13,47,2,23
-77,5,-5,-3,9,2,0,13,47,2,23
-80,-15,-6,-2,4,2,0,13,47,2,23
-81,-36,-7,-2,4,2,0,13,47,2,23
-83,-54,-7,-1,1,2,0,13,47,2,23
-84,-68,-7,-1,1,2,0,13,47,2,23
-82,-78,-6,0,0,2,0,13,47,2,23
-81,-85,-3,1,1,2,0,13,47,2,23
-81,-89,1,2,4,2,0,13,47,2,23
-81,-91,7,4,16,3,0,13,47,2,23
-81,-92,16,6,36,4,0,13,47,2,23
-79,-92,26,9,81,7,0,13,47,2,23
-77,-92,37,11,121,11,0,13,47,2,23
-75,-92,45,12,144,16,0,13,47,2,23
-73,-91,49,10,100,19,0,13,47,2,23
-70,-90,49,7,49,20,0,13,47,2,23
-69,-88,44,2,4,21,0,13,47,2,23
-66,-86,35,-4,16,21,0,13,47,2,23
-65,-84,25,-8,64,23,0,13,47,2,23
-63,-82,15,-11,121,27,0,13,47,2,23
-60,-80,6,-12,144,32,0,13,47,2,23
-58,-78,-1,-12,144,37,0,13,47,2,23
-56,-75,-6,-10,100,40,0,13,47,2,23
-53,-73,-10,-8,64,42,0,13,47,2,23
-50,-71,-11,-6,36,43,0,13,47,2,23
-47,-68,-12,-4,16,44,0,13,47,2,23
-46,-65,-11,-2,4,44,0,13,47,2,23
-45,-63,-11,-1,1,43,0,13,47,2,23
-43,-60,-10,0,0,43,0,13,47,2,23
-43,-58,-9,0,0,43,0,13,47,2,23
-42,-55,-7,1,1,42,0,13,47,2,23
-40,-53,-5,1,1,42,0,13,47,2,23
-37,-51,-3,2,4,42,0,13,47,2,23
-37,-50,-1,2,4,42,0,13,47,2,23
-34,-48,1,2,4,42,0,13,47,2,23
-33,-47,2,2,4,42,0,13,47,2,23
-28,-45,3,1,1,42,0,13,47,2,23
-27,-43,3,1,1,42,0,13,47,2,23
-25,-41,4,0,0,42,0,13,47,2,23
-22,-38,5,0,0,42,0,13,47,2,23
-18,-36,5,0,0,40,0,13,47,2,23
-14,-33,6,0,0,38,0,13,47,2,23
-15,-30,7,0,0,34,0,13,47,2,23
-14,-28,7,0,0,29,0,13,47,2,23
-15,-25,7,0,0,26,0,13,47,2,23
-15,-23,7,0,0,24,0,13,47,2,23
-17,-21,8,0,0,24,0,13,47,2,23
-21,-19,8,0,0,23,0,13,47,2,23
-27,-19,8,0,0,21,0,13,47,2,23
-35,-20,7,0,0,17,0,13,47,2,23
-41,-22,7,-1,1,12,0,13,47,2,23
-49,-25,7,-1,1,8,0,13,47,2,23
-55,-29,7,-1,1,4,0,13,47,2,23
-61,-34,7,0,0,2,0,13,47,2,23
-67,-40,8,0,0,1,0,13,47,2,23
-75,-47,9,0,0,0,0,13,47,2,23
-81,-55,9,0,0,0,0,13,47,2,23
-85,-62,10,0,0,0,0,13,47,2,23
-88,-69,12,1,1,0,0,13,47,2,23
-91,-76,13,1,1,0,0,13,47,2,23
-93,-82,15,1,1,0,0,13,47,2,23
-93,-88,17,2,4,0,0,13,47,2,23
-94,-93,18,2,4,0,0,13,47,2,23
-93,-97,20,2,4,0,0,13,47,2,23
-90,-100,21,1,1,0,0,13,47,2,23
-89,-102,22,1,1,0,0,13,47,2,23
-90,-103,22,1,1,0,6661,13,47,2,23
-89,-103,21,0,0,0,0,13,47,2,23
-87,-103,20,-1,1,0,0,13,47,2,23
-86,-103,19,-1,1,0,0,13,47,2,23
-84,-102,17,-2,4,0,0,13,47,2,23
-81,-101,14,-3,9,1,0,13,47,2,23
-78,-99,11,-3,9,1,0,13,47,2,23
-74,-98,9,-4,16,2,0,13,47,2,23
-71,-96,6,-4,16,2,0,13,47,2,23
-71,-93,4,-4,16,3,0,13,47,2,23
-71,-91,2,-3,9,3,0,13,47,2,23
-71,-88,0,-3,9,3,0,13,47,2,23
-70,-86,-2,-3,9,4,0,13,47,2,23
-68,-84,-3,-3,9,4,0,13,47,2,23
-68,-82,-3,-2,4,4,0,13,47,2,23
-69,-81,-3,-1,1,4,0,13,47,2,23
-68,-80,-3,-1,1,4,0,13,47,2,23
-67,-79,-2,0,0,4,0,13,47,2,23
-63,-78,-1,0,0,4,0,13,47,2,23
-63,-77,0,1,1,4,0,13,47,2,23
-62,-77,1,1,1,4,0,13,47,2,23
-63,-76,2,1,1,4,0,13,47,2,23
-64,-75,3,1,1,4,0,13,47,2,23
-64,-74,4,1,1,4,0,13,47,2,23
-64,-73,5,1,1,4,0,13,47,2,23
-65,-72,7,1,1,4,0,13,47,2,23
-65,-72,8,1,1,4,0,13,47,2,23
-64,-72,9,1,1,4,0,13,47,2,23
-65,-72,10,1,1,4,0,13,47,2,23
-65,-73,11,1,1,4,0,13,47,2,23
-62,-73,11,1,1,4,0,13,47,2,23
-61,-73,11,0,0,4,0,13,47,2,23
-62,-73,11,0,0,4,0,13,47,2,23
-63,-72,11,0,0,4,0,13,47,2,23
-64,-72,11,0,0,4,0,13,47,2,23
-63,-72,11,0,0,3,0,13,47,2,23
-62,-71,11,0,0,3,0,13,47,2,23
-62,-71,11,0,0,2,0,13,47,2,23
-63,-71,11,0,0,2,0,13,47,2,23
-62,-71,11,0,0,1,0,13,47,2,23
-61,-71,11,0,0,1,0,13,47,2,23
-60,-71,12,0,0,1,0,13,47,2,23
-60,-70,12,0,0,0,0,13,47,2,23
-61,-70,12,0,0,0,0,13,47,2,23
-60,-70,12,0,0,0,0,13,47,2,23
-60,-69,11,-1,1,0,0,13,47,2,23
-61,-69,11,-1,1,0,0,13,47,2,23
-60,-69,11,-1,1,0,0,13,47,2,23
-59,-69,11,-1,1,0,0,13,47,2,23
-59,-68,12,0,0,0,0,13,47,2,23
-57,-68,12,0,0,0,0,13,47,2,23
-57,-68,12,0,0,0,0,13,47,2,23
-57,-67,12,0,0,0,0,13,47,2,23
-58,-67,12,0,0,0,0,13,47,2,23
-58,-66,12,0,0,0,0,13,47,2,23
-58,-66,12,0,0,0,0,13,47,2,23
-59,-66,12,0,0,0,0,13,47,2,23
-59,-66,12,0,0,0,0,13,47,2,23
-59,-66,13,0,0,0,0,13,47,2,23
-57,-66,13,0,0,0,0,13,47,2,23
-56,-66,13,0,0,0,0,13,47,2,23
-56,-66,13,0,0,0,0,13,47,2,23
-57,-66,13,0,0,0,0,13,47,2,23
-57,-66,13,0,0,0,0,13,47,2,23
-55,-65,13,0,0,0,0,13,47,2,23
-54,-65,14,0,0,0,0,13,47,2,23
-54,-64,13,0,0,0,0,13,47,2,23
-53,-64,13,0,0,0,0,13,47,2,23
-52,-63,13,-1,1,0,0,13,47,2,23
-50,-62,12,-1,1,0,0,13,47,2,23
-49,-62,12,-1,1,0,0,13,47,2,23
-47,-61,12,-1,1,0,0,13,47,2,23
-47,-59,11,-1,1,0,0,13,47,2,23
-47,-58,11,-1,1,0,0,13,47,2,23
-46,-57,10,-1,1,0,0,13,47,2,23
-48,-56,10,-1,1,0,0,13,47,2,23
-49,-55,9,-1,1,0,0,13,47,2,23
-47,-54,9,-1,1,0,0,13,47,2,23
-49,-54,8,-1,1,0,0,13,47,2,23
-51,-54,8,-1,1,0,0,13,47,2,23
-53,-54,8,-1,1,0,0,13,47,2,23
-53,-55,7,-1,1,0,0,13,47,2,23
-56,-56,7,-1,1,0,0,13,47,2,23
-58,-57,7,-1,1,0,0,13,47,2,23
-59,-58,7,-1,1,0,0,13,47,2,23
-59,-60,7,0,0,0,0,13,47,2,23
-61,-61,6,-1,1,0,0,13,47,2,23
-63,-63,6,-1,1,0,0,13,47,2,23
-63,-65,7,-1,1,0,0,13,47,2,23
-62,-66,8,0,0,0,0,13,47,2,23
-61,-67,8,0,0,0,0,13,47,2,23
-63,-68,9,0,0,0,0,13,47,2,23
-66,-69,9,0,0,0,0,13,47,2,23
-67,-70,10,0,0,0,0,13,47,2,23
-64,-71,10,0,0,0,0,13,47,2,23
-56,-71,10,0,0,0,0,13,47,2,23
-38,-71,10,0,0,0,0,13,47,2,23
-6,-68,9,-1,1,0,0,13,47,2,23
41,-62,9,-1,1,0,0,13,47,2,23
84,-52,8,-1,1,0,0,13,47,2,23
93,-36,8,-1,1,0,0,13,47,2,23
62,-17,6,-1,1,0,0,13,47,2,23
21,3,5,-2,4,0,0,13,47,2,23
-12,22,3,-2,4,0,0,13,47,2,23
-37,34,0,-3,9,1,0,13,47,2,23
-53,38,-2,-3,9,1,0,13,47,2,23
-64,31,-3,-3,9,1,0,13,47,2,23
-71,17,-5,-3,9,1,0,13,47,2,23
-75,-2,-6,-2,4,2,0,13,47,2,23
-78,-22,-7,-2,4,2,0,13,47,2,23
-84,-42,-7,-2,4,2,0,13,47,2,23
-87,-59,-7,-1,1,2,0,13,47,2,23
-87,-71,-7,-1,1,2,0,13,47,2,23
-86,-80,-5,0,0,2,0,13,47,2,23
-83,-86,-1,1,1,2,0,13,47,2,23
-83,-90,4,3,9,2,0,13,47,2,23
-85,-93,13,6,36,3,0,13,47,2,23
-85,-95,23,8,64,5,0,13,47,2,23
-84,-95,33,10,100,9,0,13,47,2,23
-82,-96,43,12,144,13,0,13,47,2,23
-79,-95,49,11,121,17,0,13,47,2,23
-76,-95,51,9,81,20,0,13,47,2,23
-74,-94,48,4,16,21,0,13,47,2,23
-72,-92,41,-1,1,21,0,13,47,2,23
-69,-91,31,-6,36,22,0,13,47,2,23
-68,-89,21,-10,100,25,0,13,47,2,23
-64,-86,11,-12,144,30,0,13,47,2,23
-61,-84,3,-12,144,35,0,13,47,2,23
-58,-81,-3,-11,121,39,0,13,47,2,23
-56,-78,-8,-9,81,41,0,13,47,2,23
-53,-75,-10,-7,49,43,0,13,47,2,23
-50,-72,-12,-5,25,44,0,13,47,2,23
-47,-69,-13,-3,9,44,0,13,47,2,23
-47,-66,-13,-2,4,44,0,13,47,2,23
-45,-63,-12,-1,1,44,0,13,47,2,23
-44,-61,-11,0,0,43,0,13,47,2,23
-44,-58,-9,1,1,43,0,13,47,2,23
-43,-56,-8,1,1,43,0,13,47,2,23
-42,-54,-6,1,1,43,0,13,47,2,23
-41,-52,-4,2,4,43,0,13,47,2,23
-38,-51,-3,2,4,43,0,13,47,2,23
-36,-49,-2,1,1,43,0,13,47,2,23
-33,-48,0,1,1,43,0,13,47,2,23
-30,-47,1,1,1,43,0,13,47,2,23
-28,-45,2,1,1,43,0,13,47,2,23
-25,-43,3,1,1,43,0,13,47,2,23
-21,-40,4,1,1,41,0,13,47,2,23
-17,-37,5,1,1,39,0,13,47,2,23
-13,-34,6,1,1,36,0,13,47,2,23
-11,-31,6,1,1,31,0,13,47,2,23
-11,-27,7,0,0,27,0,13,47,2,23
-15,-24,7,0,0,25,0,13,47,2,23
-15,-21,7,0,0,24,0,13,47,2,23
-17,-19,7,0,0,24,0,13,47,2,23
-21,-18,7,0,0,23,0,13,47,2,23
-29,-18,7,0,0,19,0,13,47,2,23
-36,-19,7,0,0,15,0,13,47,2,23
-44,-21,7,0,0,10,0,13,47,2,23
-51,-25,6,-1,1,6,0,13,47,2,23
-58,-30,6,-1,1,3,0,13,47,2,23
-65,-36,6,-1,1,2,0,13,47,2,23
-73,-42,7,0,0,1,0,13,47,2,23
-77,-50,8,0,0,0,0,13,47,2,23
-82,-57,9,1,1,0,0,13,47,2,23
-86,-65,10,1,1,0,0,13,47,2,23
-87,-72,12,1,1,0,0,13,47,2,23
-88,-79,14,1,1,0,0,13,47,2,23
-85,-84,16,2,4,0,0,13,47,2,23
-81,-89,18,2,4,1,0,13,47,2,23
-84,-92,20,2,4,1,0,13,47,2,23
-88,-94,21,2,4,1,0,13,47,2,23
-90,-96,21,1,1,1,0,13,47,2,23
-93,-97,22,1,1,1,6833,13,47,2,23
-95,-97,22,0,0,1,0,13,47,2,23
-94,-98,21,0,0,1,0,13,47,2,23
-92,-100,19,-1,1,1,0,13,47,2,23
-90,-101,17,-2,4,1,0,13,47,2,23
-87,-102,15,-3,9,1,0,13,47,2,23
-83,-103,12,-3,9,1,0,13,47,2,23
-80,-103,10,-3,9,1,0,13,47,2,23
-78,-102,7,-4,16,2,0,13,47,2,23
-75,-100,5,-4,16,2,0,13,47,2,23
-73,-97,3,-3,9,3,0,13,47,2,23
-69,-94,1,-3,9,3,0,13,47,2,23
-66,-91,0,-3,9,3,0,13,47,2,23
-65,-88,-1,-2,4,4,0,13,47,2,23
-64,-85,-1,-2,4,4,0,13,47,2,23
-68,-82,-1,-1,1,4,0,13,47,2,23
-69,-80,0,0,0,4,0,13,47,2,23
-68,-78,1,0,0,4,0,13,47,2,23
-66,-77,1,0,0,4,0,13,47,2,23
-66,-76,1,0,0,4,0,13,47,2,23
-66,-76,1,0,0,4,0,13,47,2,23
-69,-76,1,0,0,4,0,13,47,2,23
-70,-76,1,0,0,4,0,13,47,2,23
-69,-76,2,0,0,3,0,13,47,2,23
-69,-76,2,0,0,3,0,13,47,2,23
-67,-77,3,0,0,3,0,13,47,2,23
-66,-77,5,1,1,3,0,13,47,2,23
-66,-77,6,1,1,3,0,13,47,2,23
-65,-77,8,1,1,3,0,13,47,2,23
-62,-77,9,1,1,3,0,13,47,2,23
-61,-76,11,1,1,3,0,13,47,2,23
-62,-75,12,1,1,3,0,13,47,2,23
-64,-74,13,1,1,3,0,13,47,2,23
-64,-73,13,1,1,3,0,13,47,2,23
-63,-72,13,0,0,3,0,13,47,2,23
-63,-72,13,0,0,3,0,13,47,2,23
-64,-72,13,0,0,2,0,13,47,2,23
-64,-72,12,-1,1,2,0,13,47,2,23
-64,-72,12,-1,1,2,0,13,47,2,23
-64,-72,11,-1,1,1,0,13,47,2,23
-65,-72,11,-1,1,1,0,13,47,2,23
-67,-72,10,-1,1,1,0,13,47,2,23
-66,-73,9,-1,1,0,0,13,47,2,23
-65,-73,9,-1,1,0,0,13,47,2,23
-65,-73,9,-1,1,0,0,13,47,2,23
-63,-73,9,-1,1,0,0,13,47,2,23
-61,-74,10,0,0,0,0,13,47,2,23
-58,-73,10,0,0,0,0,13,47,2,23
-59,-73,11,0,0,0,0,13,47,2,23
-60,-72,11,0,0,0,0,13,47,2,23
-60,-71,12,0,0,0,0,13,47,2,23
-62,-70,12,0,0,0,0,13,47,2,23
-63,-69,12,0,0,0,0,13,47,2,23
-62,-69,12,0,0,0,0,13,47,2,23
-60,-69,12,0,0,0,0,13,47,2,24
-61,-69,12,0,0,0,0,13,47,2,24
-62,-69,12,0,0,0,0,13,47,2,24
-62,-69,12,0,0,0,0,13,47,2,24
-60,-69,11,-1,1,0,0,13,47,2,24
-57,-69,11,-1,1,0,0,13,47,2,24
-56,-69,11,-1,1,0,0,13,47,2,24
-57,-69,11,-1,1,0,0,13,47,2,24
-56,-68,11,0,0,0,0,13,47,2,24
-56,-67,11,0,0,0,0,13,47,2,24
-55,-66,11,0,0,0,0,13,47,2,24
-55,-65,12,0,0,0,0,13,47,2,24
-54,-65,12,0,0,0,0,13,47,2,24
-53,-64,12,0,0,0,0,13,47,2,24
-54,-63,12,0,0,0,0,13,47,2,24
-55,-63,12,0,0,0,0,13,47,2,24
-56,-62,11,-1,1,0,0,13,47,2,24
-56,-62,11,-1,1,0,0,13,47,2,24
-54,-62,10,-1,1,0,0,13,47,2,24
-53,-62,10,-1,1,0,0,13,47,2,24
-55,-62,9,-1,1,0,0,13,47,2,24
-58,-62,9,-1,1,0,0,13,47,2,24
-59,-62,8,-1,1,0,0,13,47,2,24
-58,-63,8,-1,1,0,0,13,47,2,24
-59,-63,8,-1,1,0,0,13,47,2,24
-57,-64,8,-1,1,0,0,13,47,2,24
-54,-64,8,0,0,0,0,13,47,2,24
-53,-64,8,0,0,0,0,13,47,2,24
-51,-64,7,-1,1,0,0,13,47,2,24
-51,-64,7,-1,1,0,0,13,47,2,24
-52,-63,7,-1,1,0,0,13,47,2,24
-51,-62,7,-1,1,0,0,13,47,2,24
-50,-61,7,0,0,0,0,13,47,2,24
-50,-60,6,-1,1,0,0,13,47,2,24
-50,-59,6,-1,1,0,0,13,47,2,24
-49,-58,5,-1,1,0,0,13,47,2,24
-48,-58,5,-1,1,0,0,13,47,2,24
-50,-57,4,-1,1,0,0,13,47,2,24
-52,-57,4,-1,1,0,0,13,47,2,24
-55,-57,3,-1,1,0,0,13,47,2,24
-59,-57,2,-1,1,0,0,13,47,2,24
-60,-58,1,-1,1,0,0,13,47,2,24
-61,-59,1,-1,1,0,0,13,47,2,24
-62,-61,0,-1,1,0,0,13,47,2,24
-63,-63,0,-1,1,0,0,13,47,2,24
-63,-65,0,-1,1,0,0,13,47,2,24
-61,-66,1,0,0,0,0,13,47,2,24
-62,-68,2,0,0,0,0,13,47,2,24
-63,-69,3,1,1,0,0,13,47,2,24
-66,-70,4,1,1,0,0,13,47,2,24
-70,-71,5,1,1,0,0,13,47,2,24
-69,-71,6,1,1,0,0,13,47,2,24
-56,-72,7,1,1,0,0,13,47,2,24
-30,-71,8,1,1,0,0,13,47,2,24
12,-68,8,1,1,0,0,13,47,2,24
63,-61,8,0,0,0,0,13,47,2,24
95,-49,8,0,0,0,0,13,47,2,24
87,-31,7,-1,1,0,0,13,47,2,24
48,-11,6,-1,1,0,0,13,47,2,24
9,10,4,-2,4,0,0,13,47,2,24
-23,28,2,-2,4,1,0,13,47,2,24
-45,38,0,-3,9,1,0,13,47,2,24
-59,38,-2,-3,9,1,0,13,47,2,24
-69,28,-4,-3,9,1,0,13,47,2,24
-75,11,-6,-3,9,2,0,13,47,2,24
-77,-9,-7,-3,9,2,0,13,47,2,24
-80,-31,-8,-2,4,2,0,13,47,2,24
-82,-50,-8,-2,4,2,0,13,47,2,24
-85,-65,-8,-1,1,2,0,13,47,2,24
-86,-76,-7,0,0,2,0,13,47,2,24
-84,-83,-5,0,0,2,0,13,47,2,24
-83,-88,-1,2,4,2,0,13,47,2,24
-83,-91,6,4,16,3,0,13,47,2,24
-84,-93,15,6,36,4,0,13,47,2,24
-82,-94,26,9,81,6,0,13,47,2,24
-81,-94,37,12,144,11,0,13,47,2,24
-80,-94,46,12,144,16,0,13,47,2,24
-78,-94,51,11,121,20,0,13,47,2,24
-74,-93,51,8,64,22,0,13,47,2,24
-72,-92,46,2,4,22,0,13,47,2,24
-71,-90,38,-3,9,23,0,13,47,2,24
-70,-89,28,-8,64,25,0,13,47,2,24
-69,-87,17,-11,121,29,0,13,47,2,24
-67,-85,7,-13,169,34,0,13,47,2,24
-66,-83,0,-13,169,40,0,13,47,2,24
-64,-81,-6,-11,121,44,0,13,47,2,24
-60,-79,-9,-9,81,47,0,13,47,2,24
-54,-77,-11,-6,36,48,0,13,47,2,24
-51,-75,-12,-4,16,48,0,13,47,2,24
-48,-72,-12,-2,4,48,0,13,47,2,24
